program,source,date,month,day_of_month,days_in_month,day_weight,pacing_pct_mtd,target_spend_day,target_spend_mtd,actual_spend_day,actual_spend_mtd,spend_var_pct_mtd,target_leads_day,target_leads_mtd,actual_leads_day,actual_leads_mtd,lead_var_pct_mtd,target_appointments_day,target_appointments_mtd,actual_appointments_day,actual_appointments_mtd,appointment_var_pct_mtd,target_demos_day,target_demos_mtd,actual_demos_day,actual_demos_mtd,demo_var_pct_mtd,target_enrollments_day,target_enrollments_mtd,actual_enrollments_day,actual_enrollments_mtd,enrollment_var_pct_mtd,target_cpl_month,target_cpl_mtd_implied,actual_cpl_mtd,cpl_var_pct_mtd,notes
Smart Hosp (BVoc),Meta,2026-03-22,Mar 26,22,31,0.032258,0.709677,37109.66,816412.57,,,,98.959,2177.0987,,,,4.1232,90.711,,,,1.6494,36.2858,,,,0.4948,10.8865,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-03-23,Mar 26,23,31,0.032258,0.741935,37109.66,853522.23,,,,98.959,2276.0577,,,,4.1232,94.8342,,,,1.6494,37.9352,,,,0.4948,11.3813,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-03-24,Mar 26,24,31,0.032258,0.774194,37109.66,890631.89,,,,98.959,2375.0168,,,,4.1232,98.9574,,,,1.6494,39.5845,,,,0.4948,11.8761,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-03-25,Mar 26,25,31,0.032258,0.806452,37109.66,927741.56,,,,98.959,2473.9758,,,,4.1232,103.0806,,,,1.6494,41.2339,,,,0.4948,12.371,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-03-26,Mar 26,26,31,0.032258,0.83871,37109.66,964851.22,,,,98.959,2572.9348,,,,4.1232,107.2039,,,,1.6494,42.8832,,,,0.4948,12.8658,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-03-27,Mar 26,27,31,0.032258,0.870968,37109.66,1001960.88,,,,98.959,2671.8939,,,,4.1232,111.3271,,,,1.6494,44.5326,,,,0.4948,13.3606,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-03-28,Mar 26,28,31,0.032258,0.903226,37109.66,1039070.54,,,,98.959,2770.8529,,,,4.1232,115.4503,,,,1.6494,46.1819,,,,0.4948,13.8555,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-03-29,Mar 26,29,31,0.032258,0.935484,37109.66,1076180.21,,,,98.959,2869.8119,,,,4.1232,119.5735,,,,1.6494,47.8313,,,,0.4948,14.3503,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-03-30,Mar 26,30,31,0.032258,0.967742,37109.66,1113289.87,,,,98.959,2968.771,,,,4.1232,123.6968,,,,1.6494,49.4806,,,,0.4948,14.8452,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-03-31,Mar 26,31,31,0.032258,1.0,37109.66,1150399.53,,,,98.959,3067.73,,,,4.1232,127.82,,,,1.6494,51.13,,,,0.4948,15.34,,,,375.0,375.0,,,
Sprint Cert (Hospitality),Google,2026-03-01,Mar 26,1,31,0.032258,0.032258,24330.65,24330.65,,,,92.6881,92.6881,,,,5.7929,5.7929,,,,2.3171,2.3171,,,,0.6952,0.6952,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-02,Mar 26,2,31,0.032258,0.064516,24330.65,48661.29,,,,92.6881,185.3761,,,,5.7929,11.5858,,,,2.3171,4.6342,,,,0.6952,1.3903,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-03,Mar 26,3,31,0.032258,0.096774,24330.65,72991.94,,,,92.6881,278.0642,,,,5.7929,17.3787,,,,2.3171,6.9513,,,,0.6952,2.0855,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-04,Mar 26,4,31,0.032258,0.129032,24330.65,97322.58,,,,92.6881,370.7523,,,,5.7929,23.1716,,,,2.3171,9.2684,,,,0.6952,2.7806,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-05,Mar 26,5,31,0.032258,0.16129,24330.65,121653.23,,,,92.6881,463.4403,,,,5.7929,28.9645,,,,2.3171,11.5855,,,,0.6952,3.4758,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-06,Mar 26,6,31,0.032258,0.193548,24330.65,145983.87,,,,92.6881,556.1284,,,,5.7929,34.7574,,,,2.3171,13.9026,,,,0.6952,4.171,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-07,Mar 26,7,31,0.032258,0.225806,24330.65,170314.52,,,,92.6881,648.8165,,,,5.7929,40.5503,,,,2.3171,16.2197,,,,0.6952,4.8661,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-08,Mar 26,8,31,0.032258,0.258065,24330.65,194645.16,,,,92.6881,741.5045,,,,5.7929,46.3432,,,,2.3171,18.5368,,,,0.6952,5.5613,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-09,Mar 26,9,31,0.032258,0.290323,24330.65,218975.81,,,,92.6881,834.1926,,,,5.7929,52.1361,,,,2.3171,20.8539,,,,0.6952,6.2565,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-10,Mar 26,10,31,0.032258,0.322581,24330.65,243306.45,,,,92.6881,926.8806,,,,5.7929,57.929,,,,2.3171,23.171,,,,0.6952,6.9516,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-11,Mar 26,11,31,0.032258,0.354839,24330.65,267637.1,,,,92.6881,1019.5687,,,,5.7929,63.7219,,,,2.3171,25.4881,,,,0.6952,7.6468,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-12,Mar 26,12,31,0.032258,0.387097,24330.65,291967.74,,,,92.6881,1112.2568,,,,5.7929,69.5148,,,,2.3171,27.8052,,,,0.6952,8.3419,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-13,Mar 26,13,31,0.032258,0.419355,24330.65,316298.39,,,,92.6881,1204.9448,,,,5.7929,75.3077,,,,2.3171,30.1223,,,,0.6952,9.0371,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-14,Mar 26,14,31,0.032258,0.451613,24330.65,340629.03,,,,92.6881,1297.6329,,,,5.7929,81.1006,,,,2.3171,32.4394,,,,0.6952,9.7323,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-15,Mar 26,15,31,0.032258,0.483871,24330.65,364959.68,,,,92.6881,1390.321,,,,5.7929,86.8935,,,,2.3171,34.7565,,,,0.6952,10.4274,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-16,Mar 26,16,31,0.032258,0.516129,24330.65,389290.32,,,,92.6881,1483.009,,,,5.7929,92.6865,,,,2.3171,37.0735,,,,0.6952,11.1226,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-17,Mar 26,17,31,0.032258,0.548387,24330.65,413620.97,,,,92.6881,1575.6971,,,,5.7929,98.4794,,,,2.3171,39.3906,,,,0.6952,11.8177,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-18,Mar 26,18,31,0.032258,0.580645,24330.65,437951.61,,,,92.6881,1668.3852,,,,5.7929,104.2723,,,,2.3171,41.7077,,,,0.6952,12.5129,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-19,Mar 26,19,31,0.032258,0.612903,24330.65,462282.26,,,,92.6881,1761.0732,,,,5.7929,110.0652,,,,2.3171,44.0248,,,,0.6952,13.2081,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-20,Mar 26,20,31,0.032258,0.645161,24330.65,486612.9,,,,92.6881,1853.7613,,,,5.7929,115.8581,,,,2.3171,46.3419,,,,0.6952,13.9032,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-21,Mar 26,21,31,0.032258,0.677419,24330.65,510943.55,,,,92.6881,1946.4494,,,,5.7929,121.651,,,,2.3171,48.659,,,,0.6952,14.5984,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-22,Mar 26,22,31,0.032258,0.709677,24330.65,535274.19,,,,92.6881,2039.1374,,,,5.7929,127.4439,,,,2.3171,50.9761,,,,0.6952,15.2935,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-23,Mar 26,23,31,0.032258,0.741935,24330.65,559604.84,,,,92.6881,2131.8255,,,,5.7929,133.2368,,,,2.3171,53.2932,,,,0.6952,15.9887,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-24,Mar 26,24,31,0.032258,0.774194,24330.65,583935.48,,,,92.6881,2224.5135,,,,5.7929,139.0297,,,,2.3171,55.6103,,,,0.6952,16.6839,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-25,Mar 26,25,31,0.032258,0.806452,24330.65,608266.13,,,,92.6881,2317.2016,,,,5.7929,144.8226,,,,2.3171,57.9274,,,,0.6952,17.379,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-26,Mar 26,26,31,0.032258,0.83871,24330.65,632596.77,,,,92.6881,2409.8897,,,,5.7929,150.6155,,,,2.3171,60.2445,,,,0.6952,18.0742,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-27,Mar 26,27,31,0.032258,0.870968,24330.65,656927.42,,,,92.6881,2502.5777,,,,5.7929,156.4084,,,,2.3171,62.5616,,,,0.6952,18.7694,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-28,Mar 26,28,31,0.032258,0.903226,24330.65,681258.06,,,,92.6881,2595.2658,,,,5.7929,162.2013,,,,2.3171,64.8787,,,,0.6952,19.4645,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-29,Mar 26,29,31,0.032258,0.935484,24330.65,705588.71,,,,92.6881,2687.9539,,,,5.7929,167.9942,,,,2.3171,67.1958,,,,0.6952,20.1597,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-30,Mar 26,30,31,0.032258,0.967742,24330.65,729919.35,,,,92.6881,2780.6419,,,,5.7929,173.7871,,,,2.3171,69.5129,,,,0.6952,20.8548,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-03-31,Mar 26,31,31,0.032258,1.0,24330.65,754250.0,,,,92.6881,2873.33,,,,5.7929,179.58,,,,2.3171,71.83,,,,0.6952,21.55,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Meta,2026-03-01,Mar 26,1,31,0.032258,0.032258,24330.65,24330.65,,,,139.0323,139.0323,,,,5.7929,5.7929,,,,2.3171,2.3171,,,,0.6952,0.6952,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-02,Mar 26,2,31,0.032258,0.064516,24330.65,48661.29,,,,139.0323,278.0645,,,,5.7929,11.5858,,,,2.3171,4.6342,,,,0.6952,1.3903,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-03,Mar 26,3,31,0.032258,0.096774,24330.65,72991.94,,,,139.0323,417.0968,,,,5.7929,17.3787,,,,2.3171,6.9513,,,,0.6952,2.0855,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-04,Mar 26,4,31,0.032258,0.129032,24330.65,97322.58,,,,139.0323,556.129,,,,5.7929,23.1716,,,,2.3171,9.2684,,,,0.6952,2.7806,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-05,Mar 26,5,31,0.032258,0.16129,24330.65,121653.23,,,,139.0323,695.1613,,,,5.7929,28.9645,,,,2.3171,11.5855,,,,0.6952,3.4758,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-06,Mar 26,6,31,0.032258,0.193548,24330.65,145983.87,,,,139.0323,834.1935,,,,5.7929,34.7574,,,,2.3171,13.9026,,,,0.6952,4.171,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-07,Mar 26,7,31,0.032258,0.225806,24330.65,170314.52,,,,139.0323,973.2258,,,,5.7929,40.5503,,,,2.3171,16.2197,,,,0.6952,4.8661,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-08,Mar 26,8,31,0.032258,0.258065,24330.65,194645.16,,,,139.0323,1112.2581,,,,5.7929,46.3432,,,,2.3171,18.5368,,,,0.6952,5.5613,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-09,Mar 26,9,31,0.032258,0.290323,24330.65,218975.81,,,,139.0323,1251.2903,,,,5.7929,52.1361,,,,2.3171,20.8539,,,,0.6952,6.2565,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-10,Mar 26,10,31,0.032258,0.322581,24330.65,243306.45,,,,139.0323,1390.3226,,,,5.7929,57.929,,,,2.3171,23.171,,,,0.6952,6.9516,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-11,Mar 26,11,31,0.032258,0.354839,24330.65,267637.1,,,,139.0323,1529.3548,,,,5.7929,63.7219,,,,2.3171,25.4881,,,,0.6952,7.6468,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-12,Mar 26,12,31,0.032258,0.387097,24330.65,291967.74,,,,139.0323,1668.3871,,,,5.7929,69.5148,,,,2.3171,27.8052,,,,0.6952,8.3419,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-13,Mar 26,13,31,0.032258,0.419355,24330.65,316298.39,,,,139.0323,1807.4194,,,,5.7929,75.3077,,,,2.3171,30.1223,,,,0.6952,9.0371,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-14,Mar 26,14,31,0.032258,0.451613,24330.65,340629.03,,,,139.0323,1946.4516,,,,5.7929,81.1006,,,,2.3171,32.4394,,,,0.6952,9.7323,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-15,Mar 26,15,31,0.032258,0.483871,24330.65,364959.68,,,,139.0323,2085.4839,,,,5.7929,86.8935,,,,2.3171,34.7565,,,,0.6952,10.4274,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-16,Mar 26,16,31,0.032258,0.516129,24330.65,389290.32,,,,139.0323,2224.5161,,,,5.7929,92.6865,,,,2.3171,37.0735,,,,0.6952,11.1226,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-17,Mar 26,17,31,0.032258,0.548387,24330.65,413620.97,,,,139.0323,2363.5484,,,,5.7929,98.4794,,,,2.3171,39.3906,,,,0.6952,11.8177,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-18,Mar 26,18,31,0.032258,0.580645,24330.65,437951.61,,,,139.0323,2502.5806,,,,5.7929,104.2723,,,,2.3171,41.7077,,,,0.6952,12.5129,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-19,Mar 26,19,31,0.032258,0.612903,24330.65,462282.26,,,,139.0323,2641.6129,,,,5.7929,110.0652,,,,2.3171,44.0248,,,,0.6952,13.2081,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-20,Mar 26,20,31,0.032258,0.645161,24330.65,486612.9,,,,139.0323,2780.6452,,,,5.7929,115.8581,,,,2.3171,46.3419,,,,0.6952,13.9032,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-21,Mar 26,21,31,0.032258,0.677419,24330.65,510943.55,,,,139.0323,2919.6774,,,,5.7929,121.651,,,,2.3171,48.659,,,,0.6952,14.5984,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-22,Mar 26,22,31,0.032258,0.709677,24330.65,535274.19,,,,139.0323,3058.7097,,,,5.7929,127.4439,,,,2.3171,50.9761,,,,0.6952,15.2935,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-23,Mar 26,23,31,0.032258,0.741935,24330.65,559604.84,,,,139.0323,3197.7419,,,,5.7929,133.2368,,,,2.3171,53.2932,,,,0.6952,15.9887,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-24,Mar 26,24,31,0.032258,0.774194,24330.65,583935.48,,,,139.0323,3336.7742,,,,5.7929,139.0297,,,,2.3171,55.6103,,,,0.6952,16.6839,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-25,Mar 26,25,31,0.032258,0.806452,24330.65,608266.13,,,,139.0323,3475.8065,,,,5.7929,144.8226,,,,2.3171,57.9274,,,,0.6952,17.379,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-26,Mar 26,26,31,0.032258,0.83871,24330.65,632596.77,,,,139.0323,3614.8387,,,,5.7929,150.6155,,,,2.3171,60.2445,,,,0.6952,18.0742,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-27,Mar 26,27,31,0.032258,0.870968,24330.65,656927.42,,,,139.0323,3753.871,,,,5.7929,156.4084,,,,2.3171,62.5616,,,,0.6952,18.7694,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-28,Mar 26,28,31,0.032258,0.903226,24330.65,681258.06,,,,139.0323,3892.9032,,,,5.7929,162.2013,,,,2.3171,64.8787,,,,0.6952,19.4645,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-29,Mar 26,29,31,0.032258,0.935484,24330.65,705588.71,,,,139.0323,4031.9355,,,,5.7929,167.9942,,,,2.3171,67.1958,,,,0.6952,20.1597,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-30,Mar 26,30,31,0.032258,0.967742,24330.65,729919.35,,,,139.0323,4170.9677,,,,5.7929,173.7871,,,,2.3171,69.5129,,,,0.6952,20.8548,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-03-31,Mar 26,31,31,0.032258,1.0,24330.65,754250.0,,,,139.0323,4310.0,,,,5.7929,179.58,,,,2.3171,71.83,,,,0.6952,21.55,,,,175.0,175.0,,,
Sprint Cert (Health/AHP),Google,2026-03-01,Mar 26,1,31,0.032258,0.032258,15217.74,15217.74,,,,81.1613,81.1613,,,,5.0726,5.0726,,,,2.029,2.029,,,,0.6087,0.6087,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-02,Mar 26,2,31,0.032258,0.064516,15217.74,30435.48,,,,81.1613,162.3226,,,,5.0726,10.1452,,,,2.029,4.0581,,,,0.6087,1.2174,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-03,Mar 26,3,31,0.032258,0.096774,15217.74,45653.23,,,,81.1613,243.4839,,,,5.0726,15.2177,,,,2.029,6.0871,,,,0.6087,1.8261,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-04,Mar 26,4,31,0.032258,0.129032,15217.74,60870.97,,,,81.1613,324.6452,,,,5.0726,20.2903,,,,2.029,8.1161,,,,0.6087,2.4348,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-05,Mar 26,5,31,0.032258,0.16129,15217.74,76088.71,,,,81.1613,405.8065,,,,5.0726,25.3629,,,,2.029,10.1452,,,,0.6087,3.0435,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-06,Mar 26,6,31,0.032258,0.193548,15217.74,91306.45,,,,81.1613,486.9677,,,,5.0726,30.4355,,,,2.029,12.1742,,,,0.6087,3.6523,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-07,Mar 26,7,31,0.032258,0.225806,15217.74,106524.19,,,,81.1613,568.129,,,,5.0726,35.5081,,,,2.029,14.2032,,,,0.6087,4.261,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-08,Mar 26,8,31,0.032258,0.258065,15217.74,121741.94,,,,81.1613,649.2903,,,,5.0726,40.5806,,,,2.029,16.2323,,,,0.6087,4.8697,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-09,Mar 26,9,31,0.032258,0.290323,15217.74,136959.68,,,,81.1613,730.4516,,,,5.0726,45.6532,,,,2.029,18.2613,,,,0.6087,5.4784,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-10,Mar 26,10,31,0.032258,0.322581,15217.74,152177.42,,,,81.1613,811.6129,,,,5.0726,50.7258,,,,2.029,20.2903,,,,0.6087,6.0871,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-11,Mar 26,11,31,0.032258,0.354839,15217.74,167395.16,,,,81.1613,892.7742,,,,5.0726,55.7984,,,,2.029,22.3194,,,,0.6087,6.6958,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-12,Mar 26,12,31,0.032258,0.387097,15217.74,182612.9,,,,81.1613,973.9355,,,,5.0726,60.871,,,,2.029,24.3484,,,,0.6087,7.3045,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-13,Mar 26,13,31,0.032258,0.419355,15217.74,197830.65,,,,81.1613,1055.0968,,,,5.0726,65.9435,,,,2.029,26.3774,,,,0.6087,7.9132,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-14,Mar 26,14,31,0.032258,0.451613,15217.74,213048.39,,,,81.1613,1136.2581,,,,5.0726,71.0161,,,,2.029,28.4065,,,,0.6087,8.5219,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-15,Mar 26,15,31,0.032258,0.483871,15217.74,228266.13,,,,81.1613,1217.4194,,,,5.0726,76.0887,,,,2.029,30.4355,,,,0.6087,9.1306,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-16,Mar 26,16,31,0.032258,0.516129,15217.74,243483.87,,,,81.1613,1298.5806,,,,5.0726,81.1613,,,,2.029,32.4645,,,,0.6087,9.7394,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-17,Mar 26,17,31,0.032258,0.548387,15217.74,258701.61,,,,81.1613,1379.7419,,,,5.0726,86.2339,,,,2.029,34.4935,,,,0.6087,10.3481,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-18,Mar 26,18,31,0.032258,0.580645,15217.74,273919.35,,,,81.1613,1460.9032,,,,5.0726,91.3065,,,,2.029,36.5226,,,,0.6087,10.9568,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-19,Mar 26,19,31,0.032258,0.612903,15217.74,289137.1,,,,81.1613,1542.0645,,,,5.0726,96.379,,,,2.029,38.5516,,,,0.6087,11.5655,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-20,Mar 26,20,31,0.032258,0.645161,15217.74,304354.84,,,,81.1613,1623.2258,,,,5.0726,101.4516,,,,2.029,40.5806,,,,0.6087,12.1742,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-21,Mar 26,21,31,0.032258,0.677419,15217.74,319572.58,,,,81.1613,1704.3871,,,,5.0726,106.5242,,,,2.029,42.6097,,,,0.6087,12.7829,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-22,Mar 26,22,31,0.032258,0.709677,15217.74,334790.32,,,,81.1613,1785.5484,,,,5.0726,111.5968,,,,2.029,44.6387,,,,0.6087,13.3916,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-23,Mar 26,23,31,0.032258,0.741935,15217.74,350008.06,,,,81.1613,1866.7097,,,,5.0726,116.6694,,,,2.029,46.6677,,,,0.6087,14.0003,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-24,Mar 26,24,31,0.032258,0.774194,15217.74,365225.81,,,,81.1613,1947.871,,,,5.0726,121.7419,,,,2.029,48.6968,,,,0.6087,14.609,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-25,Mar 26,25,31,0.032258,0.806452,15217.74,380443.55,,,,81.1613,2029.0323,,,,5.0726,126.8145,,,,2.029,50.7258,,,,0.6087,15.2177,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-26,Mar 26,26,31,0.032258,0.83871,15217.74,395661.29,,,,81.1613,2110.1935,,,,5.0726,131.8871,,,,2.029,52.7548,,,,0.6087,15.8265,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-27,Mar 26,27,31,0.032258,0.870968,15217.74,410879.03,,,,81.1613,2191.3548,,,,5.0726,136.9597,,,,2.029,54.7839,,,,0.6087,16.4352,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-28,Mar 26,28,31,0.032258,0.903226,15217.74,426096.77,,,,81.1613,2272.5161,,,,5.0726,142.0323,,,,2.029,56.8129,,,,0.6087,17.0439,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-29,Mar 26,29,31,0.032258,0.935484,15217.74,441314.52,,,,81.1613,2353.6774,,,,5.0726,147.1048,,,,2.029,58.8419,,,,0.6087,17.6526,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-30,Mar 26,30,31,0.032258,0.967742,15217.74,456532.26,,,,81.1613,2434.8387,,,,5.0726,152.1774,,,,2.029,60.871,,,,0.6087,18.2613,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-03-31,Mar 26,31,31,0.032258,1.0,15217.74,471750.0,,,,81.1613,2516.0,,,,5.0726,157.25,,,,2.029,62.9,,,,0.6087,18.87,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Meta,2026-03-01,Mar 26,1,31,0.032258,0.032258,15217.74,15217.74,,,,121.7419,121.7419,,,,5.0726,5.0726,,,,2.029,2.029,,,,0.6087,0.6087,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-03-02,Mar 26,2,31,0.032258,0.064516,15217.74,30435.48,,,,121.7419,243.4839,,,,5.0726,10.1452,,,,2.029,4.0581,,,,0.6087,1.2174,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-03-03,Mar 26,3,31,0.032258,0.096774,15217.74,45653.23,,,,121.7419,365.2258,,,,5.0726,15.2177,,,,2.029,6.0871,,,,0.6087,1.8261,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-03-04,Mar 26,4,31,0.032258,0.129032,15217.74,60870.97,,,,121.7419,486.9677,,,,5.0726,20.2903,,,,2.029,8.1161,,,,0.6087,2.4348,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-03-05,Mar 26,5,31,0.032258,0.16129,15217.74,76088.71,,,,121.7419,608.7097,,,,5.0726,25.3629,,,,2.029,10.1452,,,,0.6087,3.0435,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-03-06,Mar 26,6,31,0.032258,0.193548,15217.74,91306.45,,,,121.7419,730.4516,,,,5.0726,30.4355,,,,2.029,12.1742,,,,0.6087,3.6523,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-03-07,Mar 26,7,31,0.032258,0.225806,15217.74,106524.19,,,,121.7419,852.1935,,,,5.0726,35.5081,,,,2.029,14.2032,,,,0.6087,4.261,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-03-08,Mar 26,8,31,0.032258,0.258065,15217.74,121741.94,,,,121.7419,973.9355,,,,5.0726,40.5806,,,,2.029,16.2323,,,,0.6087,4.8697,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-03-09,Mar 26,9,31,0.032258,0.290323,15217.74,136959.68,,,,121.7419,1095.6774,,,,5.0726,45.6532,,,,2.029,18.2613,,,,0.6087,5.4784,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-03-10,Mar 26,10,31,0.032258,0.322581,15217.74,152177.42,,,,121.7419,1217.4194,,,,5.0726,50.7258,,,,2.029,20.2903,,,,0.6087,6.0871,,,,125.0,125.0,,,
